name,year,selling_price_usd,miles_driven,fuel,seller_type,transmission,owner,engine,max_power,mileage_mpg,seats
Datsun GO T BSIV,2017,8758.76,49709.7,Petrol,Individual,Manual,Second Owner,1198.0,67.0,48.52,5.0
Maruti Vitara Brezza VDi Option,2017,20632.34,46602.8,Diesel,Individual,Manual,First Owner,1248.0,88.5,57.16,5.0
Hyundai Xcent 1.2 VTVT SX,2020,13950.12,19883.9,Petrol,Individual,Manual,First Owner,1197.0,81.86,47.37,5.0
Maruti Alto 800 LXI,2015,6522.48,24854.8,Petrol,Individual,Manual,First Owner,796.0,47.3,53.49,5.0
Hyundai i20 1.2 Sportz,2012,7321.15,57787.5,Petrol,Individual,Manual,Second Owner,1197.0,80.0,39.99,5.0
Tata Zest Revotron 1.2 XT,2018,13843.63,37282.3,Petrol,Individual,Manual,First Owner,1193.0,88.7,41.33,5.0
Nissan Sunny XL,2014,14642.3,22990.7,Petrol,Individual,Manual,First Owner,1498.0,97.7,39.87,5.0
Ford EcoSport 1.5 Petrol Titanium Plus BSIV,2018,24226.36,9320.6,Petrol,Individual,Manual,First Owner,1497.0,121.36,39.99,5.0
Nissan Micra Active XV S,2015,7986.71,49709.7,Petrol,Individual,Manual,First Owner,1198.0,67.04,45.84,5.0
Maruti Wagon R LXI Optional,2016,9317.83,86991.9,Petrol,Individual,Manual,First Owner,998.0,67.04,48.24,5.0
Mahindra Ssangyong Rexton RX5,2013,23960.13,43496.0,Diesel,Individual,Manual,First Owner,2696.0,162.0,30.18,7.0
Mahindra Quanto C8,2013,7986.71,74564.5,Diesel,Individual,Manual,Second Owner,1493.0,100.0,40.48,7.0
Maruti Ritz LDi,2010,6655.59,68350.8,Diesel,Individual,Manual,Second Owner,1248.0,73.9,49.63,5.0
Hyundai Creta 1.6 CRDi SX Plus Dual Tone,2017,29284.61,22990.7,Diesel,Individual,Manual,First Owner,1582.0,126.2,46.27,5.0
Renault KWID RXT,2016,7188.04,27340.3,Petrol,Individual,Manual,First Owner,799.0,53.3,59.2,5.0
Maruti Ertiga VDI,2015,17038.32,49709.7,Diesel,Individual,Manual,First Owner,1248.0,88.76,48.85,7.0
Mahindra XUV500 W4,2015,17304.54,77671.4,Diesel,Individual,Manual,First Owner,2179.0,140.0,35.52,7.0
Maruti Eeco 5 Seater AC BSIV,2017,10915.15,8388.5,Petrol,Individual,Manual,First Owner,1196.0,73.0,36.15,5.0
Hyundai Santro Xing GLS,2011,4392.69,46602.8,Petrol,Individual,Manual,First Owner,1086.0,62.1,42.15,5.0
Hyundai Accent GLE,2007,2129.79,74564.5,Petrol,Individual,Manual,Second Owner,1495.0,94.0,31.05,5.0
Mahindra XUV500 W8 2WD,2012,14242.97,74564.5,Diesel,Individual,Manual,First Owner,2179.0,140.0,35.52,7.0
Toyota Innova 2.5 EV (Diesel) PS 7 Seater BS IV,2013,18635.66,43496.0,Diesel,Individual,Manual,First Owner,2494.0,100.57,30.55,7.0
Maruti Swift Dzire VDI,2013,14642.3,43496.0,Diesel,Individual,Manual,First Owner,1248.0,74.0,55.04,5.0
Honda Amaze S CVT Petrol BSIV,2019,18103.21,9320.6,Petrol,Individual,Automatic,First Owner,1199.0,88.76,44.69,5.0
Hyundai i10 Sportz 1.2,2009,5324.47,32932.7,Petrol,Individual,Manual,Second Owner,1197.0,78.9,47.89,5.0
Maruti Swift Dzire VDI,2014,13311.18,74564.5,Diesel,Individual,Manual,Second Owner,1248.0,74.0,55.04,5.0
Maruti Ertiga SHVS ZDI Plus,2016,26622.37,43496.0,Diesel,Individual,Manual,First Owner,1248.0,88.5,57.67,7.0
Hyundai Getz 1.3 GVS,2008,2928.46,74564.5,Petrol,Individual,Manual,Second Owner,1341.0,82.9,33.4,5.0
Hyundai i20 1.2 Magna,2012,8519.16,62137.1,Petrol,Individual,Manual,Second Owner,1197.0,80.0,43.51,5.0
Maruti Swift LXI Optional-O,2015,9317.83,62137.1,Petrol,Individual,Manual,First Owner,1197.0,83.11,47.98,5.0
Tata Indica Vista TDI LS,2013,4525.8,100972.8,Diesel,Individual,Manual,First Owner,1405.0,70.0,45.63,5.0
Hyundai i20 2015-2017 Asta 1.4 CRDi,2017,21297.9,24233.5,Diesel,Individual,Manual,First Owner,1396.0,88.73,53.02,5.0
Maruti Ignis 1.3 Alpha,2017,13311.18,46602.8,Diesel,Individual,Manual,First Owner,1248.0,74.0,63.04,5.0
Tata Hexa XTA,2017,36738.87,31068.6,Diesel,Individual,Automatic,First Owner,2179.0,153.86,41.4,7.0
Mahindra Marazzo M6 8Str,2019,34609.08,24854.8,Diesel,Individual,Manual,First Owner,1497.0,121.0,40.69,8.0
Hyundai Verna 1.6 CRDI,2013,14109.86,57476.8,Diesel,Individual,Manual,First Owner,1582.0,126.3,52.5,5.0
Maruti Swift Dzire VDI,2012,9584.05,98176.6,Diesel,Individual,Manual,First Owner,1248.0,74.0,55.04,5.0
Maruti Swift Dzire LDi,2012,8252.93,74564.5,Diesel,Individual,Manual,First Owner,1248.0,73.9,45.4,5.0
Honda City i DTEC V,2015,19301.22,31068.6,Diesel,Individual,Manual,Second Owner,1498.0,98.6,61.16,5.0
Maruti Swift Dzire ZDi,2012,9051.61,68350.8,Diesel,Individual,Manual,First Owner,1248.0,73.9,45.4,5.0
Hyundai Xcent 1.2 CRDi E,2017,14642.3,1242.7,Diesel,Individual,Manual,Second Owner,1186.0,73.97,59.74,5.0
Toyota Fortuner 3.0 Diesel,2011,30615.73,112468.2,Diesel,Individual,Manual,Second Owner,2982.0,171.0,27.05,7.0
Tata Tiago 1.05 Revotorq XZ,2016,10116.5,43496.0,Diesel,Individual,Manual,First Owner,1047.0,69.0,64.17,5.0
Nissan Sunny XL AT Special Edition,2013,9317.83,55923.4,Petrol,Individual,Automatic,Second Owner,1498.0,99.6,42.27,5.0
Hyundai Elite i20 Magna Plus BSIV,2019,16239.65,1242.7,Petrol,Individual,Manual,First Owner,1197.0,81.86,43.75,5.0
Maruti Swift Dzire VXI,2015,13976.74,12427.4,Petrol,Individual,Manual,First Owner,1197.0,83.14,49.04,5.0
Toyota Innova 2.5 GX 7 STR,2011,12778.74,74564.5,Diesel,Individual,Manual,First Owner,2494.0,102.0,30.11,7.0
Mahindra Thar CRDe,2017,20765.45,21748.0,Diesel,Individual,Manual,First Owner,2498.0,105.0,38.93,6.0
Maruti Swift Dzire ZDi,2012,8519.16,119924.6,Diesel,Individual,Manual,First Owner,1248.0,73.9,45.4,5.0
Maruti Swift 1.2 DLX (Only Delhi),2014,9983.39,49709.7,Petrol,Individual,Manual,First Owner,1197.0,81.8,47.98,5.0
Datsun GO D Petrol,2019,7986.71,24854.8,Petrol,Individual,Manual,First Owner,1198.0,67.05,44.74,5.0
Hyundai i20 Asta 1.4 CRDi,2015,13311.18,43496.0,Diesel,Individual,Manual,Fourth & Above Owner,1396.0,88.73,53.02,5.0
Tata Sumo Gold EX BSIII,2015,13311.18,46602.8,Diesel,Individual,Manual,First Owner,2956.0,69.01,33.09,7.0
Tata Tiago Wizz 1.05 Revotorq,2017,9317.83,74564.5,Diesel,Individual,Manual,First Owner,1047.0,69.0,64.17,5.0
Tata Zest Revotron 1.2 XT,2015,10116.5,24854.8,Petrol,Individual,Manual,First Owner,1193.0,88.7,41.33,5.0
Hyundai Accent GLE,2008,3061.55,59154.5,Petrol,Individual,Manual,Third Owner,1495.0,94.0,31.05,5.0
Honda Brio Exclusive Edition,2014,8918.49,20525.7,Petrol,Dealer,Manual,First Owner,1198.0,86.8,45.63,5.0
Hyundai Grand i10 AT Asta,2015,12379.4,39185.5,Petrol,Dealer,Automatic,First Owner,1197.0,82.0,44.46,5.0
Tata Manza Club Class Quadrajet90 LX,2012,7720.49,37282.3,Diesel,Individual,Manual,First Owner,1248.0,88.76,49.44,5.0
Maruti Alto LX,2005,2928.46,27961.7,Petrol,Individual,Manual,Second Owner,796.0,46.3,46.34,5.0
Tata New Safari DICOR 2.2 EX 4x2,2011,11980.07,49709.7,Diesel,Individual,Manual,Third Owner,2179.0,138.1,27.21,7.0
Mahindra Bolero SLE,2009,10648.95,105633.1,Diesel,Individual,Manual,Second Owner,2523.0,63.0,31.99,7.0
Mahindra Bolero DI DX 7 Seater,2007,5590.7,129176.8,Diesel,Individual,Manual,Second Owner,2523.0,63.0,31.99,7.0
Mercedes-Benz GL-Class 220d 4MATIC Sport,2018,122462.9,4956.1,Diesel,Individual,Automatic,First Owner,2143.0,170.0,42.1,5.0
Maruti Omni E MPI STD BS IV,2016,5856.92,21748.0,Petrol,Individual,Manual,First Owner,796.0,34.2,39.52,8.0
Hyundai Grand i10 Sportz,2017,11980.07,21748.0,Petrol,Individual,Manual,First Owner,1197.0,82.0,44.46,5.0
Hyundai i10 Sportz AT,2013,7720.49,31068.6,Petrol,Individual,Automatic,First Owner,1197.0,78.9,39.87,5.0
Maruti Swift VXI Deca,2016,13843.63,12427.4,Petrol,Individual,Manual,First Owner,1197.0,81.8,47.98,5.0
Hyundai i10 Sportz AT,2011,7054.93,12427.4,Petrol,Individual,Automatic,First Owner,1197.0,78.9,39.87,5.0
Maruti Swift VXI,2012,8785.38,31068.6,Petrol,Individual,Manual,Second Owner,1197.0,85.8,43.75,5.0
Mahindra Bolero 2011-2019 ZLX,2014,13577.38,74564.5,Diesel,Individual,Manual,First Owner,2523.0,62.1,37.54,7.0
Hyundai Verna 1.6 SX VTVT (O),2014,13311.18,43496.0,Petrol,Individual,Manual,First Owner,1591.0,121.3,40.22,5.0
Hyundai i20 Active 1.2,2015,13976.74,31068.6,Petrol,Individual,Manual,First Owner,1197.0,81.86,40.43,5.0
Maruti Baleno Zeta,2019,17970.1,10252.6,Petrol,Individual,Manual,First Owner,1197.0,81.8,49.42,5.0
Hyundai i20 1.2 Asta,2010,7986.71,43496.0,Petrol,Individual,Manual,First Owner,1197.0,80.0,39.99,5.0
Maruti Alto LXI,2005,2396.01,61740.0,Petrol,Individual,Manual,Second Owner,796.0,46.3,46.34,5.0
Maruti Swift Dzire VDI,2017,17304.54,15534.3,Diesel,Individual,Manual,First Owner,1248.0,74.0,62.54,5.0
Maruti Swift Dzire VXI,2014,10888.55,43496.0,Petrol,Individual,Manual,Second Owner,1197.0,85.8,44.93,5.0
Hyundai Grand i10 CRDi Sportz,2015,10515.84,49709.7,Diesel,Individual,Manual,Second Owner,1120.0,70.0,56.45,5.0
Maruti Swift Dzire VXI,2014,10648.95,43496.0,Petrol,Individual,Manual,Second Owner,1197.0,85.8,44.93,5.0
Chevrolet Beat LS,2012,3194.68,37282.3,Petrol,Individual,Manual,Third Owner,1199.0,79.4,43.75,5.0
Tata Tigor 1.2 Revotron XZA,2018,17171.43,6213.7,Petrol,Individual,Automatic,First Owner,1199.0,84.0,47.75,5.0
Maruti 800 Std,2006,2156.41,49709.7,Petrol,Individual,Manual,First Owner,796.0,37.0,37.87,4.0
Honda City i-DTEC VX,2017,34609.08,18641.1,Diesel,Individual,Manual,First Owner,1498.0,97.9,60.22,5.0
Honda City i-DTEC VX,2017,33277.96,20505.2,Diesel,Individual,Manual,First Owner,1498.0,97.9,60.22,5.0
Maruti Ertiga VXI,2013,14242.97,55923.4,Petrol,Individual,Manual,Third Owner,1373.0,93.7,37.68,7.0
Nissan Terrano XV Premium 110 PS,2014,14775.42,49771.8,Diesel,Individual,Manual,Second Owner,1461.0,108.5,44.71,5.0
Honda City i VTEC VX,2014,19301.22,74564.5,Petrol,Individual,Manual,First Owner,1497.0,117.3,40.93,5.0
Renault KWID RXL,2016,6123.12,24854.8,Petrol,Individual,Manual,First Owner,799.0,53.3,59.2,5.0
Toyota Innova 2.5 GX (Diesel) 8 Seater,2013,21297.9,99419.4,Diesel,Individual,Manual,Second Owner,2494.0,100.6,30.55,8.0
Maruti Wagon R VXI BS IV,2017,10915.15,29204.4,Petrol,Individual,Manual,First Owner,998.0,67.04,48.24,5.0
Hyundai Creta 1.4 CRDi S Plus,2018,32213.07,15534.3,Diesel,Individual,Manual,First Owner,1396.0,88.7,50.29,5.0
Tata Tiago 1.2 Revotron XZ,2017,10648.95,16155.6,Petrol,Individual,Manual,First Owner,1199.0,84.0,56.08,5.0
Hyundai Grand i10 1.2 CRDi Sportz,2018,13843.63,18019.8,Diesel,Individual,Manual,First Owner,1186.0,73.97,56.45,5.0
Maruti Baleno Zeta Automatic,2016,17304.54,31068.6,Petrol,Individual,Automatic,First Owner,1197.0,83.1,50.34,5.0
Maruti Swift ZXI ABS,2011,8652.27,36039.5,Petrol,Individual,Manual,Third Owner,1298.0,88.2,37.87,5.0
Maruti Swift Dzire VXi AT,2012,11181.4,74564.5,Petrol,Individual,Automatic,First Owner,1197.0,85.8,40.93,5.0
Maruti Swift LXI Option,2014,10648.95,31068.6,Petrol,Individual,Manual,First Owner,1197.0,81.8,47.98,5.0
Hyundai i20 1.2 Asta,2010,6788.68,49709.7,Petrol,Individual,Manual,Fourth & Above Owner,1197.0,80.0,39.99,5.0
Maruti Zen LXI,2003,1730.45,37282.3,Petrol,Individual,Manual,Fourth & Above Owner,993.0,60.0,40.69,5.0
Maruti Celerio LXI,2017,9344.45,22369.4,Petrol,Individual,Manual,First Owner,998.0,67.04,54.33,5.0
Toyota Innova 2.5 V Diesel 8-seater,2007,10755.44,74564.5,Diesel,Individual,Manual,Third Owner,2494.0,102.0,30.11,8.0
Maruti Ritz LDi,2011,4925.14,114953.6,Diesel,Individual,Manual,Third Owner,1248.0,73.9,49.63,5.0
Nissan Micra Diesel XV,2011,6655.59,31068.6,Diesel,Individual,Manual,First Owner,1461.0,63.1,54.29,5.0
Maruti Zen LXI,2002,1597.34,62137.1,Petrol,Individual,Manual,Fourth & Above Owner,993.0,60.0,40.69,5.0
Hyundai Verna 1.6 SX VTVT (O),2013,13311.18,31068.6,Petrol,Individual,Manual,Second Owner,1591.0,121.3,40.22,5.0
Maruti Zen Estilo LXI BSIII,2007,2262.9,49709.7,Petrol,Individual,Manual,Second Owner,998.0,67.1,42.81,5.0
Maruti Alto LX,2005,2262.9,49709.7,Petrol,Individual,Manual,Fourth & Above Owner,796.0,46.3,46.34,5.0
Maruti Swift Dzire ZDi,2011,7054.93,55923.4,Diesel,Individual,Manual,Fourth & Above Owner,1248.0,73.9,45.4,5.0
Maruti A-Star Vxi,2010,3460.91,100662.1,Petrol,Individual,Manual,Second Owner,998.0,66.1,44.69,5.0
Maruti Ertiga VDI,2013,12778.74,68350.8,Diesel,Individual,Manual,Third Owner,1248.0,88.76,48.85,7.0
Maruti Swift Ldi BSIII,2008,4525.8,74564.5,Diesel,Individual,Manual,Third Owner,1248.0,75.0,41.87,5.0
Nissan Micra Diesel XV,2011,7321.15,27961.7,Diesel,Individual,Manual,First Owner,1461.0,63.1,54.29,5.0
Maruti Wagon R LXI,2005,2369.39,55923.4,Petrol,Individual,Manual,Second Owner,998.0,67.1,44.46,5.0
Ford Figo Diesel Titanium,2010,4525.8,55923.4,Diesel,Individual,Manual,Second Owner,1399.0,68.0,47.04,5.0
Mahindra XUV300 W8 Option BSIV,2019,29018.38,10252.6,Petrol,Dealer,Manual,First Owner,1197.0,110.0,39.99,5.0
Hyundai Creta 1.6 CRDi AT SX Plus,2017,29284.61,41631.9,Diesel,Individual,Automatic,First Owner,1582.0,126.2,40.01,5.0
Maruti Swift VXI BSIV,2018,16239.65,32311.3,Petrol,Dealer,Manual,First Owner,1197.0,81.8,51.75,5.0
Datsun GO T Option BSIV,2016,8918.49,24854.8,Petrol,Dealer,Manual,First Owner,1198.0,67.0,48.52,5.0
Hyundai Grand i10 Asta,2015,11580.7,24854.8,Petrol,Dealer,Manual,First Owner,1197.0,82.0,44.46,5.0
Toyota Fortuner 2.8 2WD MT BSIV,2018,79867.11,21748.0,Diesel,Individual,Manual,First Owner,2755.0,174.5,33.49,7.0
Renault KWID RXL,2018,10382.72,8077.8,Petrol,Dealer,Manual,First Owner,799.0,53.26,48.71,5.0
Honda Brio 1.2 VX MT,2012,8652.27,24854.8,Petrol,Dealer,Manual,First Owner,1198.0,86.8,43.51,5.0
Volkswagen Ameo 1.2 MPI Comfortline Plus,2019,17038.32,6213.7,Petrol,Dealer,Manual,First Owner,1198.0,73.75,39.99,5.0
Nissan Sunny XV Special Edition,2012,11980.07,5592.3,Petrol,Dealer,Manual,First Owner,1498.0,97.7,39.87,5.0
Toyota Etios Liva GD SP,2013,10648.95,43496.0,Diesel,Dealer,Manual,Second Owner,1364.0,67.06,55.49,5.0
Hyundai i10 Sportz,2009,5723.81,37282.3,Petrol,Dealer,Manual,First Owner,1197.0,78.9,47.89,5.0
Renault Duster 85PS Diesel RxL,2014,15174.75,24854.8,Diesel,Dealer,Manual,First Owner,1461.0,83.8,48.1,5.0
Mahindra XUV500 W8 2WD,2012,18103.21,57787.5,Diesel,Dealer,Manual,First Owner,2179.0,140.0,35.52,7.0
Toyota Innova 2.5 V Diesel 7-seater,2008,8652.27,49709.7,Diesel,Individual,Manual,Fourth & Above Owner,2494.0,102.0,30.11,7.0
Tata Indigo CS eGLX BS IV,2011,3993.36,31068.6,Petrol,Individual,Manual,Second Owner,1193.0,64.08,36.79,5.0
Hyundai Elantra SX AT,2013,18369.44,42253.2,Petrol,Dealer,Automatic,First Owner,1797.0,147.5,34.11,5.0
Mercedes-Benz New C-Class 220 CDI AT,2013,41264.67,15534.3,Diesel,Individual,Automatic,First Owner,2143.0,170.0,34.91,5.0
Tata Nano STD,2012,1703.83,11184.7,Petrol,Dealer,Manual,First Owner,624.0,37.5,59.74,4.0
Nissan Micra Diesel XL,2013,6655.59,74564.5,Diesel,Individual,Manual,First Owner,1461.0,63.1,54.29,5.0
Maruti Wagon R LXI,2005,1730.45,21748.0,Petrol,Individual,Manual,First Owner,998.0,67.1,44.46,5.0
Maruti Swift Dzire VDI,2016,14642.3,37282.3,Diesel,Individual,Manual,Second Owner,1248.0,74.0,62.54,5.0
Hyundai i10 Magna,2010,3727.13,43496.0,Petrol,Individual,Manual,Fourth & Above Owner,1197.0,78.9,47.89,5.0
Renault KWID RXT,2016,7986.71,18641.1,Petrol,Individual,Manual,First Owner,799.0,53.3,59.2,5.0
Volkswagen GTI 1.8 TSI,2016,21297.9,43496.0,Petrol,Individual,Automatic,First Owner,1798.0,189.3,38.43,5.0
Tata Safari Storme EX,2015,13391.05,68350.8,Diesel,Individual,Manual,First Owner,2179.0,147.94,33.17,7.0
Volvo XC40 D4 Inscription BSIV,2019,101165.01,12427.4,Diesel,Individual,Automatic,First Owner,1969.0,190.0,42.34,5.0
Toyota Camry 2.5 Hybrid,2016,53244.74,42308.5,Petrol,Trustmark Dealer,Automatic,First Owner,2494.0,157.7,45.07,5.0
Maruti Wagon R LXI,2013,5990.03,36252.6,Petrol,Trustmark Dealer,Manual,First Owner,998.0,67.05,51.25,5.0
Maruti Baleno Alpha 1.3,2018,19700.55,24119.8,Diesel,Dealer,Manual,First Owner,1248.0,74.0,64.43,5.0
Honda Jazz VX,2016,14642.3,35103.7,Petrol,Trustmark Dealer,Manual,First Owner,1199.0,88.7,42.81,5.0
Toyota Innova 2.5 VX (Diesel) 7 Seater,2013,19966.78,49292.1,Diesel,Trustmark Dealer,Manual,Second Owner,2494.0,100.6,30.55,7.0
Maruti Swift AMT VVT VXI,2019,17304.54,3492.7,Petrol,Trustmark Dealer,Automatic,First Owner,1197.0,81.8,51.75,5.0
Toyota Etios VX,2017,16638.98,15868.6,Petrol,Trustmark Dealer,Manual,First Owner,1496.0,88.73,39.47,5.0
Maruti Swift AMT ZXI,2018,15973.42,43358.6,Petrol,Dealer,Automatic,First Owner,1197.0,81.8,51.75,5.0
Hyundai Grand i10 1.2 CRDi Sportz,2017,11980.07,34977.0,Diesel,Dealer,Manual,First Owner,1186.0,73.97,56.45,5.0
BMW X4 M Sport X xDrive20d,2019,143760.8,4660.3,Diesel,Dealer,Automatic,First Owner,1995.0,190.0,39.47,5.0
BMW X4 M Sport X xDrive20d,2019,146423.03,5281.7,Diesel,Dealer,Automatic,First Owner,1995.0,190.0,39.47,5.0
Honda Amaze V CVT Petrol BSIV,2019,20738.83,4369.5,Petrol,Trustmark Dealer,Automatic,First Owner,1199.0,88.76,44.69,5.0
Volvo V40 D3 R-Design,2018,65890.37,1242.7,Diesel,Dealer,Automatic,First Owner,1984.0,150.0,39.52,5.0
Hyundai i10 Magna,2010,3993.36,65865.3,Petrol,Individual,Manual,Third Owner,1197.0,78.9,47.89,5.0
Honda CR-V 2.4L 4WD AT,2009,13311.18,74564.5,Petrol,Individual,Automatic,Second Owner,2354.0,158.8,26.11,5.0
Maruti Swift Dzire VDI,2015,12778.74,55923.4,Diesel,Individual,Manual,First Owner,1248.0,74.0,62.54,5.0
Hyundai Verna 1.6 SX CRDi (O),2014,14242.97,43496.0,Diesel,Individual,Manual,Third Owner,1582.0,126.32,52.5,5.0
Toyota Innova 2.5 G1 Diesel 8-seater,2005,6655.59,149129.0,Diesel,Individual,Manual,Third Owner,2494.0,102.0,30.11,8.0
Maruti SX4 Celebration Diesel,2012,7986.71,62137.1,Diesel,Individual,Manual,Second Owner,1248.0,88.8,50.57,5.0
Hyundai Verna XXi ABS (Petrol),2009,9051.61,132973.4,Petrol,Individual,Manual,Second Owner,1599.0,103.2,32.69,5.0
Hyundai Verna CRDi SX,2009,9051.61,132973.4,Diesel,Individual,Manual,Second Owner,1493.0,110.0,39.52,5.0
Maruti Alto 800 VXI,2016,6389.37,31068.6,Petrol,Individual,Manual,First Owner,796.0,47.3,53.49,5.0
Honda City i-VTEC CVT V,2018,28885.27,621.4,Petrol,Individual,Automatic,First Owner,1497.0,117.6,42.34,5.0
Maruti Swift Dzire AMT VDI,2017,19966.78,11806.0,Diesel,Individual,Automatic,First Owner,1248.0,74.02,66.8,5.0
Tata Indigo LS,2012,2529.13,164663.3,Diesel,Individual,Manual,Second Owner,1405.0,70.0,39.99,5.0
Maruti Alto K10 VXI,2014,5723.81,49709.7,Petrol,Individual,Manual,Second Owner,998.0,67.05,56.33,5.0
Mahindra XUV500 AT W10 AWD,2016,34342.86,31068.6,Diesel,Individual,Automatic,First Owner,2179.0,140.0,37.63,7.0
Maruti Alto K10 LXI,2010,3993.36,49709.7,Petrol,Individual,Manual,First Owner,998.0,67.1,49.21,5.0
Hyundai EON Sportz,2013,5830.3,31068.6,Petrol,Individual,Manual,Second Owner,814.0,55.2,49.63,5.0
Tata Tiago 1.2 Revotron XE,2018,8652.27,62137.1,Petrol,Individual,Manual,First Owner,1199.0,84.0,56.08,5.0
Maruti Eeco Smiles 5 Seater AC,2013,6921.82,74564.5,Petrol,Individual,Manual,Second Owner,1196.0,73.0,35.52,5.0
Honda Amaze S CVT Diesel BSIV,2019,18635.66,24854.8,Diesel,Individual,Automatic,First Owner,1498.0,78.9,55.98,5.0
Hyundai Creta 1.4 CRDi Base,2017,25291.25,27961.7,Diesel,Individual,Manual,First Owner,1396.0,88.7,50.29,5.0
Maruti Alto LXi BSIII,2010,4259.58,49709.7,Petrol,Individual,Manual,Second Owner,796.0,46.3,46.34,5.0
Hyundai Xcent 1.1 CRDi S Option,2015,10915.15,83885.1,Diesel,Individual,Manual,Second Owner,1120.0,71.01,57.39,5.0
Toyota Innova 2.5 G (Diesel) 7 Seater,2015,22362.79,74564.5,Diesel,Individual,Manual,Second Owner,2494.0,100.6,30.55,7.0
Toyota Etios Liva Diesel,2013,11980.07,41631.9,Diesel,Individual,Manual,First Owner,1364.0,67.1,55.49,5.0
Maruti Swift Dzire ZDI Plus,2017,23960.13,31068.6,Diesel,Individual,Manual,First Owner,1248.0,74.02,66.8,5.0
Toyota Innova 2.5 V Diesel 7-seater,2008,15174.75,83263.7,Diesel,Individual,Manual,Second Owner,2494.0,102.0,30.11,7.0
Nissan Micra Diesel XV,2011,6788.68,68350.8,Diesel,Individual,Manual,Second Owner,1461.0,63.1,54.29,5.0
Maruti 800 AC BSIII,2009,3460.91,24854.8,Petrol,Individual,Manual,First Owner,796.0,37.0,37.87,4.0
Maruti Swift Dzire VDI,2013,14109.86,74564.5,Diesel,Individual,Manual,Second Owner,1248.0,74.0,55.04,5.0
Volkswagen Polo 1.5 TDI Highline,2015,13843.63,68350.8,Diesel,Individual,Manual,Second Owner,1498.0,88.8,47.37,5.0
Mahindra Verito 1.5 D2 BSIII,2011,6123.12,105633.1,Diesel,Individual,Manual,Second Owner,1461.0,64.1,49.4,5.0
Maruti 800 AC BSIII,2004,2156.41,49709.7,Petrol,Individual,Manual,Second Owner,796.0,37.0,37.87,4.0
Maruti Swift VDI Optional,2016,15973.42,29204.4,Diesel,Individual,Manual,First Owner,1248.0,74.0,59.27,5.0
Hyundai Xcent 1.2 Kappa S Option,2015,10915.15,57787.5,Petrol,Individual,Manual,First Owner,1197.0,81.86,44.93,5.0
Maruti 800 Std,2010,3194.68,43496.0,Petrol,Individual,Manual,Second Owner,796.0,37.0,37.87,4.0
Maruti Celerio VXI,2014,8519.16,31068.6,Petrol,Individual,Manual,First Owner,998.0,67.04,54.33,5.0
Ford Figo Diesel EXI,2015,7773.73,43496.0,Diesel,Individual,Manual,First Owner,1399.0,68.05,47.04,5.0
Tata Safari DICOR 2.2 LX 4x2,2012,10382.72,49709.7,Diesel,Individual,Manual,First Owner,2179.0,138.03,32.77,7.0
Ford Figo 1.2P Titanium Plus MT,2016,14642.3,27340.3,Petrol,Individual,Manual,First Owner,1196.0,86.8,42.72,5.0
Maruti Celerio ZXI,2014,10249.61,15534.3,Petrol,Individual,Manual,First Owner,998.0,67.04,54.33,5.0
Hyundai Creta 1.6 VTVT S,2016,21297.9,15534.3,Petrol,Individual,Manual,First Owner,1591.0,121.3,35.96,5.0
Maruti Swift Dzire VXI 1.2,2019,17970.1,6213.7,Petrol,Individual,Manual,First Owner,1197.0,81.8,49.89,5.0
Tata Hexa XT,2018,40599.11,31068.6,Diesel,Individual,Manual,First Owner,2179.0,153.86,41.4,7.0
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2018,25291.25,18641.1,Diesel,Individual,Manual,First Owner,1498.0,98.96,54.1,5.0
Hyundai i20 Active 1.4 SX with AVN,2015,16239.65,31068.6,Diesel,Individual,Manual,Second Owner,1396.0,88.73,49.84,5.0
Hyundai i20 Asta 1.4 CRDi,2012,13976.74,74564.5,Diesel,Individual,Manual,First Owner,1396.0,88.73,53.02,5.0
Mahindra Bolero 2011-2019 SLE,2015,9983.39,49709.7,Diesel,Individual,Manual,First Owner,2523.0,62.1,37.54,7.0
Nissan Terrano XL Plus 85 PS,2015,15440.97,55923.4,Diesel,Individual,Manual,First Owner,1461.0,83.8,48.1,5.0
Maruti Swift VXI Windsong Limited edition,2015,11580.7,31068.6,Petrol,Individual,Manual,Second Owner,1197.0,83.11,47.98,5.0
Datsun RediGO 1.0 S,2020,9317.83,1327.2,Petrol,Individual,Manual,First Owner,999.0,67.0,52.92,5.0
Toyota Innova 2.5 G (Diesel) 7 Seater,2012,19434.33,155342.8,Diesel,Individual,Manual,First Owner,2494.0,100.0,30.55,7.0
Hyundai i20 Magna 1.2,2015,15973.42,21748.0,Petrol,Individual,Manual,First Owner,1197.0,81.83,43.75,5.0
Toyota Innova 2.5 VX (Diesel) 7 Seater,2015,27953.49,74564.5,Diesel,Individual,Manual,First Owner,2494.0,100.6,30.55,7.0
Maruti Baleno Alpha 1.3,2017,19567.44,43496.0,Diesel,Individual,Manual,First Owner,1248.0,74.0,64.43,5.0
Renault Duster 110PS Diesel RxZ,2018,27953.49,11184.7,Diesel,Dealer,Manual,First Owner,1461.0,108.45,46.1,5.0
Chevrolet Enjoy 1.3 TCDi LS 7,2016,11181.4,68350.8,Diesel,Individual,Manual,Second Owner,1248.0,73.74,42.81,7.0
